Final_Score,Text_Fidelity (Src-Tgt),Visual_Grounding (Tgt-Img),Image_Relevance (Src-Img),Fusion_Weight,Lambda_Weight,Final_Score_sqrt
0.5921,0.6004,0.5582,0.4959,0.2459,0.1731750296745512,0.5941707621902819
0.5786,0.6004,0.3941,0.3436,0.1181,0.06920426936884301,0.5870472280556642
0.3301,0.329,0.3334,0.5585,0.3119,0.23310841080957892,0.3298317816978385
0.2599,0.2331,0.3845,0.4643,0.2156,0.14689151470049694,0.25249100171254024
0.3866,0.394,0.3418,0.4074,0.166,0.10593819319728491,0.38899974436282825
0.3834,0.394,0.354,0.6011,0.3613,0.2801346433342258,0.3852467131549666
0.5804,0.6069,0.4058,0.3898,0.1519,0.09486468892815238,0.5894756651608449
0.5955,0.6069,0.5479,0.4906,0.2407,0.1685849725964138,0.5983884123821234
0.5569,0.5922,0.4106,0.4909,0.241,0.16884281345037175,0.5659673410233194
0.541,0.5922,0.3543,0.5233,0.2739,0.19809651570277254,0.5528649710870364
0.6793,0.739,0.4701,0.5341,0.2853,0.20847618203951798,0.6926116257948779
0.6592,0.739,0.3988,0.5538,0.3067,0.2282350704033119,0.6757828090711411
0.5807,0.6207,0.3464,0.413,0.1705,0.10961629757154269,0.5936025695732128
0.5835,0.5942,0.5135,0.3911,0.1529,0.09565761309068717,0.5871543962601211
0.5313,0.5319,0.5295,0.5496,0.3021,0.2239323357768377,0.5314608927142829
0.6938,0.7435,0.6,0.7282,0.5303,0.4525084427061768,0.6987946064758457
0.5617,0.5899,0.3417,0.3581,0.1282,0.07673805767524362,0.5722110311934937
0.5627,0.5943,0.3604,0.395,0.1561,0.09806019195817946,0.573412002177116
0.5918,0.61,0.4695,0.3856,0.1487,0.0923299420706282,0.5981241405537847
0.5683,0.605,0.3445,0.4049,0.164,0.10432044763221135,0.5803916748834468
0.4563,0.4705,0.269,0.2756,0.076,0.03987475549803758,0.4627733356201089
0.6152,0.6703,0.3617,0.4662,0.2174,0.14839889699107137,0.6304219578567736
0.4674,0.4882,0.3608,0.4417,0.1951,0.12966372625972467,0.47357692382123023
0.4339,0.4514,0.3667,0.5118,0.262,0.18739185221940624,0.43803281219816653
0.3998,0.4064,0.3696,0.4695,0.2204,0.15103896171690878,0.4015711158561553
0.4875,0.496,0.4297,0.3833,0.147,0.09095928715389287,0.49047220367495487
0.3894,0.4253,0.3047,0.651,0.4237,0.3419420188105741,0.394569754661154
0.4048,0.4253,0.3485,0.6039,0.3647,0.28340830588275734,0.4083406599427259
0.4605,0.4899,0.3476,0.511,0.2611,0.18666042500634944,0.46751636107628564
0.4482,0.4744,0.2748,0.3892,0.1515,0.09450005885525359,0.45716636753474754
0.5327,0.5683,0.3357,0.4246,0.1803,0.11747622288714166,0.543847605502557
0.5435,0.5683,0.4374,0.4825,0.2328,0.1617123894259424,0.5500784918465783
0.6481,0.6784,0.4034,0.3518,0.1238,0.07340735700588664,0.659593511442918
0.638,0.6784,0.348,0.3732,0.1393,0.08508521246911299,0.6524922151765152
0.6661,0.7019,0.301,0.3131,0.0981,0.05485392003023162,0.6810526237685217
0.6548,0.7019,0.301,0.365,0.1332,0.08048818999160684,0.6720359851347512
0.5319,0.5608,0.2686,0.3314,0.1099,0.06322389682517218,0.5434245227298978
0.5314,0.5608,0.4573,0.6292,0.3959,0.3140304668817373,0.5360652970068577
0.405,0.4126,0.3683,0.455,0.2071,0.1396459972014057,0.4071717199102056
0.4032,0.4126,0.3279,0.353,0.1246,0.07403494591740442,0.40676149358729863
0.5092,0.5527,0.3476,0.5185,0.2688,0.19358508870043398,0.5194352566077306
0.5194,0.5527,0.3543,0.4487,0.2014,0.13486217944626844,0.5291229904857742
0.5384,0.5734,0.3267,0.4067,0.1654,0.10548371848074684,0.5498602292063034
0.5705,0.6048,0.4502,0.5344,0.2856,0.20876905418176947,0.5780987077516231
0.6976,0.7461,0.5708,0.6182,0.3822,0.3004847956245301,0.7055958858033521
